,,6827469,,
evidence,64,9.3739E-06,4605,0.043166802
unified,64,9.3739E-06,4606,0.043176176
sailors,64,9.3739E-06,4607,0.043185549
studios ,64,9.3739E-06,4608,0.043194923
robert,64,9.3739E-06,4609,0.043204297
sooner,64,9.3739E-06,4610,0.043213671
animation,64,9.3739E-06,4611,0.043223045
lanterns,64,9.3739E-06,4612,0.043232419
proclaims,63,9.22743E-06,4613,0.04256614
solutions,63,9.22743E-06,4614,0.042575367
losing,63,9.22743E-06,4615,0.042584595
clean,63,9.22743E-06,4616,0.042593822
listed,63,9.22743E-06,4617,0.04260305
cnnespanolcom,63,9.22743E-06,4618,0.042612277
homework,63,9.22743E-06,4619,0.042621504
moments,63,9.22743E-06,4620,0.042630732
marketing,62,9.08096E-06,4621,0.041963135
disgusting,62,9.08096E-06,4622,0.041972215
human,62,9.08096E-06,4623,0.041981296
man,62,9.08096E-06,4624,0.041990377
fell,62,9.08096E-06,4625,0.041999458
neon,62,9.08096E-06,4626,0.042008539
tips,62,9.08096E-06,4627,0.04201762
mediametrix,62,9.08096E-06,4628,0.042026701
records,62,9.08096E-06,4629,0.042035782
unscripted,62,9.08096E-06,4630,0.042044863
surprising,61,8.9345E-06,4631,0.041375655
sermon,61,8.9345E-06,4632,0.041384589
thomas,61,8.9345E-06,4633,0.041393524
background,61,8.9345E-06,4634,0.041402458
about,61,8.9345E-06,4635,0.041411393
why,61,8.9345E-06,4636,0.041420327
en,61,8.9345E-06,4637,0.041429262
opportunities,61,8.9345E-06,4638,0.041438196
editioncnncom,61,8.9345E-06,4639,0.041447131
kit,61,8.9345E-06,4640,0.041456065
throw,60,8.78803E-06,4641,0.040785246
cnnicom,60,8.78803E-06,4642,0.040794034
dna,60,8.78803E-06,4643,0.040802822
trending,60,8.78803E-06,4644,0.04081161
weird,60,8.78803E-06,4645,0.040820398
very,60,8.78803E-06,4646,0.040829186
ppl,60,8.78803E-06,4647,0.040837974
display,60,8.78803E-06,4648,0.040846762
everything,60,8.78803E-06,4649,0.04085555
mercantile,60,8.78803E-06,4650,0.040864338
normal,60,8.78803E-06,4651,0.040873126
informed,60,8.78803E-06,4652,0.040881914
motion,60,8.78803E-06,4653,0.040890702
rarity,59,8.64156E-06,4654,0.040217832
times,59,8.64156E-06,4655,0.040226473
shots,59,8.64156E-06,4656,0.040235115
die,59,8.64156E-06,4657,0.040243757
warned,59,8.64156E-06,4658,0.040252398
25,59,8.64156E-06,4659,0.04026104
indian,59,8.64156E-06,4660,0.040269681
web,59,8.64156E-06,4661,0.040278323
explore,59,8.64156E-06,4662,0.040286964
be,59,8.64156E-06,4663,0.040295606
brand,59,8.64156E-06,4664,0.040304247
prior,59,8.64156E-06,4665,0.040312889
hlntvcom,59,8.64156E-06,4666,0.040321531
1000,58,8.4951E-06,4667,0.03964661
voters,58,8.4951E-06,4668,0.039655105
jewelry,58,8.4951E-06,4669,0.0396636
flatly,58,8.4951E-06,4670,0.039672095
sellar,58,8.4951E-06,4671,0.03968059
portray,58,8.4951E-06,4672,0.039689085
everyone,58,8.4951E-06,4673,0.03969758
suburb,58,8.4951E-06,4674,0.039706076
already,58,8.4951E-06,4675,0.039714571
app,58,8.4951E-06,4676,0.039723066
worse,58,8.4951E-06,4677,0.039731561
cnnmoneycom,58,8.4951E-06,4678,0.039740056
lead,58,8.4951E-06,4679,0.039748551
three,57,8.34863E-06,4680,0.03907158
stump,57,8.34863E-06,4681,0.039079928
hunt,57,8.34863E-06,4682,0.039088277
hottest,57,8.34863E-06,4683,0.039096626
their,57,8.34863E-06,4684,0.039104974
strength,57,8.34863E-06,4685,0.039113323
big,57,8.34863E-06,4686,0.039121672
officially,57,8.34863E-06,4687,0.03913002
adchoices,56,8.20216E-06,4688,0.038451731
choosing,56,8.20216E-06,4689,0.038459933
lawyerscom,56,8.20216E-06,4690,0.038468135
across,56,8.20216E-06,4691,0.038476337
tour,56,8.20216E-06,4692,0.038484539
africas,56,8.20216E-06,4693,0.038492742
lives,56,8.20216E-06,4694,0.038500944
prediction,56,8.20216E-06,4695,0.038509146
dólares,56,8.20216E-06,4696,0.038517348
sorts,56,8.20216E-06,4697,0.03852555
founded,56,8.20216E-06,4698,0.038533752
tends,56,8.20216E-06,4699,0.038541955
better,55,8.05569E-06,4700,0.037861761
prohibited,55,8.05569E-06,4701,0.037869817
studio,55,8.05569E-06,4702,0.037877872
plan,55,8.05569E-06,4703,0.037885928
extinction,55,8.05569E-06,4704,0.037893984
edge,55,8.05569E-06,4705,0.03790204
south,55,8.05569E-06,4706,0.037910095
distribution,55,8.05569E-06,4707,0.037918151
shop,55,8.05569E-06,4708,0.037926207
pichulik,54,7.90923E-06,4709,0.037244548
path,54,7.90923E-06,4710,0.037252458
pawn,54,7.90923E-06,4711,0.037260367
cutting,54,7.90923E-06,4712,0.037268276
mistake,54,7.90923E-06,4713,0.037276185
unremarkable,54,7.90923E-06,4714,0.037284095
festivals,54,7.90923E-06,4715,0.037292004
pioneered,54,7.90923E-06,4716,0.037299913
strictly,54,7.90923E-06,4717,0.037307822
city,54,7.90923E-06,4718,0.037315731
architecture,54,7.90923E-06,4719,0.037323641
commentator,54,7.90923E-06,4720,0.03733155
millones,54,7.90923E-06,4721,0.037339459
taking,53,7.76276E-06,4722,0.03665575
vfw,53,7.76276E-06,4723,0.036663513
while,53,7.76276E-06,4724,0.036671276
dirt,53,7.76276E-06,4725,0.036679039
wire,53,7.76276E-06,4726,0.036686802
chinese,53,7.76276E-06,4727,0.036694564
inside,53,7.76276E-06,4728,0.036702327
1700,53,7.76276E-06,4729,0.03671009
amsterdam,53,7.76276E-06,4730,0.036717853
1966,52,7.61629E-06,4731,0.036032679
furniture,52,7.61629E-06,4732,0.036040295
recompensa,52,7.61629E-06,4733,0.036047912
on,52,7.61629E-06,4734,0.036055528
barbed,52,7.61629E-06,4735,0.036063144
small,52,7.61629E-06,4736,0.036070761
1950s,52,7.61629E-06,4737,0.036078377
minute,52,7.61629E-06,4738,0.036085993
oval,52,7.61629E-06,4739,0.03609361
theatrical,52,7.61629E-06,4740,0.036101226
nobody,52,7.61629E-06,4741,0.036108842
doesnt,51,7.46983E-06,4742,0.035421911
operated,51,7.46983E-06,4743,0.035429381
getty,51,7.46983E-06,4744,0.035436851
louis,51,7.46983E-06,4745,0.035444321
mechanic,51,7.46983E-06,4746,0.03545179
chung,51,7.46983E-06,4747,0.03545926
canals,51,7.46983E-06,4748,0.03546673
electromagnetic,51,7.46983E-06,4749,0.0354742
thirtythree,51,7.46983E-06,4750,0.03548167
editor,51,7.46983E-06,4751,0.03548914
profession,51,7.46983E-06,4752,0.035496609
reads,51,7.46983E-06,4753,0.035504079
wreckage,50,7.32336E-06,4754,0.034815244
down,50,7.32336E-06,4755,0.034822567
votes,50,7.32336E-06,4756,0.034829891
student,50,7.32336E-06,4757,0.034837214
homepages,50,7.32336E-06,4758,0.034844538
religion,50,7.32336E-06,4759,0.034851861
tiny,50,7.32336E-06,4760,0.034859184
occur,50,7.32336E-06,4761,0.034866508
runs,50,7.32336E-06,4762,0.034873831
errol,50,7.32336E-06,4763,0.034881154
stephy,50,7.32336E-06,4764,0.034888478
cohen,50,7.32336E-06,4765,0.034895801
journey,49,7.17689E-06,4766,0.034205062
70,49,7.17689E-06,4767,0.034212239
revolution,49,7.17689E-06,4768,0.034219416
locator,49,7.17689E-06,4769,0.034226593
come,49,7.17689E-06,4770,0.034233769
seth,49,7.17689E-06,4771,0.034240946
winner,49,7.17689E-06,4772,0.034248123
owned,49,7.17689E-06,4773,0.0342553
bodysuits,49,7.17689E-06,4774,0.034262477
21st,48,7.03042E-06,4775,0.033570273
lcd,48,7.03042E-06,4776,0.033577304
presidents,48,7.03042E-06,4777,0.033584334
singapore,48,7.03042E-06,4778,0.033591365
lawyer,48,7.03042E-06,4779,0.033598395
rivers,48,7.03042E-06,4780,0.033605425
wind,48,7.03042E-06,4781,0.033612456
motel,48,7.03042E-06,4782,0.033619486
documentary,48,7.03042E-06,4783,0.033626517
stern,48,7.03042E-06,4784,0.033633547
beaner,48,7.03042E-06,4785,0.033640577
ari,48,7.03042E-06,4786,0.033647608
deny,48,7.03042E-06,4787,0.033654638
after,47,6.88396E-06,4788,0.032960384
acquires,47,6.88396E-06,4789,0.032967268
paul,47,6.88396E-06,4790,0.032974152
matt,47,6.88396E-06,4791,0.032981036
bldg,47,6.88396E-06,4792,0.03298792
confirmed,47,6.88396E-06,4793,0.032994804
trailed,47,6.88396E-06,4794,0.033001688
looming,47,6.88396E-06,4795,0.033008572
damaging,47,6.88396E-06,4796,0.033015456
duel,47,6.88396E-06,4797,0.03302234
tattoos,47,6.88396E-06,4798,0.033029224
declined,47,6.88396E-06,4799,0.033036108
leaders,47,6.88396E-06,4800,0.033042991
skylines,46,6.73749E-06,4801,0.032346687
tackle,46,6.73749E-06,4802,0.032353424
employment,46,6.73749E-06,4803,0.032360162
risky,46,6.73749E-06,4804,0.032366899
jared,46,6.73749E-06,4805,0.032373637
watchmaking,46,6.73749E-06,4806,0.032380374
applications,46,6.73749E-06,4807,0.032387112
blake,46,6.73749E-06,4808,0.032393849
monumental,46,6.73749E-06,4809,0.032400587
view,46,6.73749E-06,4810,0.032407324
highlights,46,6.73749E-06,4811,0.032414061
pioneers,45,6.59102E-06,4812,0.031715999
too,45,6.59102E-06,4813,0.03172259
ofrecen,45,6.59102E-06,4814,0.031729181
into,45,6.59102E-06,4815,0.031735772
hands,45,6.59102E-06,4816,0.031742363
produces,45,6.59102E-06,4817,0.031748954
teaming,45,6.59102E-06,4818,0.031755545
interiors,45,6.59102E-06,4819,0.031762136
platforms,44,6.44456E-06,4820,0.031062755
miura,44,6.44456E-06,4821,0.0310692
whereas,44,6.44456E-06,4822,0.031075645
flyover,44,6.44456E-06,4823,0.031082089
arent,44,6.44456E-06,4824,0.031088534
destructive,44,6.44456E-06,4825,0.031094978
unorthodox,44,6.44456E-06,4826,0.031101423
117,44,6.44456E-06,4827,0.031107867
wehelie,44,6.44456E-06,4828,0.031114312
comes,44,6.44456E-06,4829,0.031120756
beginning,44,6.44456E-06,4830,0.031127201
elaborate,44,6.44456E-06,4831,0.031133646
quien,43,6.29809E-06,4832,0.030432361
websites,43,6.29809E-06,4833,0.030438659
51,43,6.29809E-06,4834,0.030444957
tornadoes,43,6.29809E-06,4835,0.030451255
lamborghini,43,6.29809E-06,4836,0.030457553
blue,43,6.29809E-06,4837,0.030463851
mumbais,43,6.29809E-06,4838,0.030470149
codes,43,6.29809E-06,4839,0.030476447
benazir,43,6.29809E-06,4840,0.030482746
only,43,6.29809E-06,4841,0.030489044
start,42,6.15162E-06,4842,0.029786148
films ,42,6.15162E-06,4843,0.029792299
engage,42,6.15162E-06,4844,0.029798451
giant,42,6.15162E-06,4845,0.029804603
decade,42,6.15162E-06,4846,0.029810754
por,42,6.15162E-06,4847,0.029816906
iconic,42,6.15162E-06,4848,0.029823057
seabirds,42,6.15162E-06,4849,0.029829209
factset,41,6.00515E-06,4850,0.029124995
robbins,41,6.00515E-06,4851,0.029131
complicated,41,6.00515E-06,4852,0.029137005
indicted,41,6.00515E-06,4853,0.02914301
mate,41,6.00515E-06,4854,0.029149016
ny,41,6.00515E-06,4855,0.029155021
insight,41,6.00515E-06,4856,0.029161026
149,41,6.00515E-06,4857,0.029167031
warrens,41,6.00515E-06,4858,0.029173036
emerging,41,6.00515E-06,4859,0.029179041
its,41,6.00515E-06,4860,0.029185046
deathrow,41,6.00515E-06,4861,0.029191052
otoniel,41,6.00515E-06,4862,0.029197057
infinite,40,5.85869E-06,4863,0.028490792
mel,40,5.85869E-06,4864,0.028496651
incredible,40,5.85869E-06,4865,0.028502509
emt,40,5.85869E-06,4866,0.028508368
obamas,40,5.85869E-06,4867,0.028514227
frank,40,5.85869E-06,4868,0.028520086
alias,40,5.85869E-06,4869,0.028525944
songwriter,40,5.85869E-06,4870,0.028531803
spirits,40,5.85869E-06,4871,0.028537662
more,40,5.85869E-06,4872,0.02854352
studios,40,5.85869E-06,4873,0.028549379
announcing,40,5.85869E-06,4874,0.028555238
reagan,39,5.71222E-06,4875,0.027847069
reveal,39,5.71222E-06,4876,0.027852781
faced,39,5.71222E-06,4877,0.027858493
kohn,39,5.71222E-06,4878,0.027864206
gives,39,5.71222E-06,4879,0.027869918
wellness,39,5.71222E-06,4880,0.02787563
úsuga,39,5.71222E-06,4881,0.027881342
deserve,39,5.71222E-06,4882,0.027887054
executive,39,5.71222E-06,4883,0.027892767
floated,39,5.71222E-06,4884,0.027898479
theyll,39,5.71222E-06,4885,0.027904191
sign,39,5.71222E-06,4886,0.027909903
antonio,38,5.56575E-06,4887,0.027199831
traveling,38,5.56575E-06,4888,0.027205396
weekends,38,5.56575E-06,4889,0.027210962
wornout,38,5.56575E-06,4890,0.027216528
50,38,5.56575E-06,4891,0.027222094
berlinger,38,5.56575E-06,4892,0.027227659
he,38,5.56575E-06,4893,0.027233225
sally,38,5.56575E-06,4894,0.027238791
light,38,5.56575E-06,4895,0.027244357
firemen,38,5.56575E-06,4896,0.027249922
twoway,38,5.56575E-06,4897,0.027255488
careerbuilder,38,5.56575E-06,4898,0.027261054
mediabuilder,38,5.56575E-06,4899,0.02726662
cycle,38,5.56575E-06,4900,0.027272185
beach,37,5.41928E-06,4901,0.026559916
stop,37,5.41928E-06,4902,0.026565335
need,37,5.41928E-06,4903,0.026570754
huge,37,5.41928E-06,4904,0.026576173
filmmakers,37,5.41928E-06,4905,0.026581593
americans,37,5.41928E-06,4906,0.026587012
him,37,5.41928E-06,4907,0.026592431
seals,37,5.41928E-06,4908,0.026597851
photographs,37,5.41928E-06,4909,0.02660327
worst,37,5.41928E-06,4910,0.026608689
leader,37,5.41928E-06,4911,0.026614108
dairo,37,5.41928E-06,4912,0.026619528
joe,37,5.41928E-06,4913,0.026624947
sells,37,5.41928E-06,4914,0.026630366
muslim,36,5.27282E-06,4915,0.025915899
stylish,36,5.27282E-06,4916,0.025921172
bunter,36,5.27282E-06,4917,0.025926445
starving,36,5.27282E-06,4918,0.025931718
discoveries,36,5.27282E-06,4919,0.025936991
politics,36,5.27282E-06,4920,0.025942264
none,36,5.27282E-06,4921,0.025947536
transformational,36,5.27282E-06,4922,0.025952809
gigapixel,36,5.27282E-06,4923,0.025958082
kampala,36,5.27282E-06,4924,0.025963355
nighttime,36,5.27282E-06,4925,0.025968628
scored,36,5.27282E-06,4926,0.0259739
especially,36,5.27282E-06,4927,0.025979173
capital,35,5.12635E-06,4928,0.025262656
sketch,35,5.12635E-06,4929,0.025267782
lifestyle,35,5.12635E-06,4930,0.025272909
worlds,35,5.12635E-06,4931,0.025278035
strategy,35,5.12635E-06,4932,0.025283161
comandado,35,5.12635E-06,4933,0.025288288
morningstar,35,5.12635E-06,4934,0.025293414
smarter,35,5.12635E-06,4935,0.02529854
watched,35,5.12635E-06,4936,0.025303667
directed,35,5.12635E-06,4937,0.025308793
log,34,4.97988E-06,4938,0.024590665
forces,34,4.97988E-06,4939,0.024595644
slim,34,4.97988E-06,4940,0.024600624
nasty,34,4.97988E-06,4941,0.024605604
ugandas,34,4.97988E-06,4942,0.024610584
cruzkasich,34,4.97988E-06,4943,0.024615564
swap,34,4.97988E-06,4944,0.024620544
interviewed,34,4.97988E-06,4945,0.024625524
kenderdines,34,4.97988E-06,4946,0.024630504
perfect,34,4.97988E-06,4947,0.024635484
debris,34,4.97988E-06,4948,0.024640463
navy,34,4.97988E-06,4949,0.024645443
world,34,4.97988E-06,4950,0.024650423
trends,34,4.97988E-06,4951,0.024655403
astronomy,34,4.97988E-06,4952,0.024660383
picture,33,4.83342E-06,4953,0.023939911
clan,33,4.83342E-06,4954,0.023944744
banished,33,4.83342E-06,4955,0.023949578
postproduction,33,4.83342E-06,4956,0.023954411
marine,33,4.83342E-06,4957,0.023959245
topics,33,4.83342E-06,4958,0.023964078
munro,33,4.83342E-06,4959,0.023968911
underway,33,4.83342E-06,4960,0.023973745
leisure,32,4.68695E-06,4961,0.023251955
longterm,32,4.68695E-06,4962,0.023256642
around,32,4.68695E-06,4963,0.023261329
opting,32,4.68695E-06,4964,0.023266016
al,32,4.68695E-06,4965,0.023270703
magical,32,4.68695E-06,4966,0.023275389
cnntvsalesturnercom,32,4.68695E-06,4967,0.023280076
followed,32,4.68695E-06,4968,0.023284763
latest,32,4.68695E-06,4969,0.02328945
answer,32,4.68695E-06,4970,0.023294137
specialist,32,4.68695E-06,4971,0.023298824
airport,32,4.68695E-06,4972,0.023303511
saying,32,4.68695E-06,4973,0.023308198
escalating,32,4.68695E-06,4974,0.023312885
angus,32,4.68695E-06,4975,0.023317572
entebbe,31,4.54048E-06,4976,0.022593438
clarified,31,4.54048E-06,4977,0.022597979
installation,31,4.54048E-06,4978,0.022602519
white,31,4.54048E-06,4979,0.02260706
frenar,31,4.54048E-06,4980,0.0226116
oportunidad,31,4.54048E-06,4981,0.022616141
2122755044,31,4.54048E-06,4982,0.022620681
zones,31,4.54048E-06,4983,0.022625222
soon,31,4.54048E-06,4984,0.022629762
red,31,4.54048E-06,4985,0.022634303
always,31,4.54048E-06,4986,0.022638843
most,31,4.54048E-06,4987,0.022643384
adds,31,4.54048E-06,4988,0.022647924
telling,30,4.39401E-06,4989,0.02192174
carole,30,4.39401E-06,4990,0.021926134
revised,30,4.39401E-06,4991,0.021930528
newsgathering,30,4.39401E-06,4992,0.021934922
exploring,30,4.39401E-06,4993,0.021939316
busca,30,4.39401E-06,4994,0.02194371
pep,30,4.39401E-06,4995,0.021948104
riders,30,4.39401E-06,4996,0.021952498
decker,30,4.39401E-06,4997,0.021956892
otra,30,4.39401E-06,4998,0.021961286
obamacare,30,4.39401E-06,4999,0.02196568
dead,30,4.39401E-06,5000,0.021970074
deep,30,4.39401E-06,5001,0.021974468
between,30,4.39401E-06,5002,0.021978862
traveler,29,4.24755E-06,5003,0.021250481
addicts,29,4.24755E-06,5004,0.021254729
rail,29,4.24755E-06,5005,0.021258976
effects,29,4.24755E-06,5006,0.021263224
image,29,4.24755E-06,5007,0.021267471
me,29,4.24755E-06,5008,0.021271719
rescue,29,4.24755E-06,5009,0.021275966
debra,29,4.24755E-06,5010,0.021280214
uphold,29,4.24755E-06,5011,0.021284461
washington,29,4.24755E-06,5012,0.021288709
ahora,29,4.24755E-06,5013,0.021292956
expanding,29,4.24755E-06,5014,0.021297204
careerbuildercom,29,4.24755E-06,5015,0.021301452
idea,29,4.24755E-06,5016,0.021305699
road,29,4.24755E-06,5017,0.021309947
medellín,28,4.10108E-06,5018,0.020579222
main,28,4.10108E-06,5019,0.020583323
animal,28,4.10108E-06,5020,0.020587424
roles,28,4.10108E-06,5021,0.020591525
cityscapes,28,4.10108E-06,5022,0.020595626
waters,28,4.10108E-06,5023,0.020599727
objectives,28,4.10108E-06,5024,0.020603828
democrats,28,4.10108E-06,5025,0.02060793
objects,28,4.10108E-06,5026,0.020612031
number,28,4.10108E-06,5027,0.020616132
953,28,4.10108E-06,5028,0.020620233
large,28,4.10108E-06,5029,0.020624334
composite,28,4.10108E-06,5030,0.020628435
tired,28,4.10108E-06,5031,0.020632536
acidifying,27,3.95461E-06,5032,0.019899614
whose,27,3.95461E-06,5033,0.019903569
increasing,27,3.95461E-06,5034,0.019907524
leading,27,3.95461E-06,5035,0.019911478
510,27,3.95461E-06,5036,0.019915433
likely,27,3.95461E-06,5037,0.019919387
scroll,27,3.95461E-06,5038,0.019923342
get,27,3.95461E-06,5039,0.019927297
link,27,3.95461E-06,5040,0.019931251
supreme,27,3.95461E-06,5041,0.019935206
mothers,27,3.95461E-06,5042,0.01993916
outdated,27,3.95461E-06,5043,0.019943115
from,27,3.95461E-06,5044,0.01994707
local,27,3.95461E-06,5045,0.019951024
ask,27,3.95461E-06,5046,0.019954979
chicagoland,27,3.95461E-06,5047,0.019958934
globe,27,3.95461E-06,5048,0.019962888
created,26,3.80815E-06,5049,0.01922733
capitol,26,3.80815E-06,5050,0.019231138
pelted,26,3.80815E-06,5051,0.019234946
viewers,26,3.80815E-06,5052,0.019238755
along,26,3.80815E-06,5053,0.019242563
by,26,3.80815E-06,5054,0.019246371
needs,26,3.80815E-06,5055,0.019250179
freeze,26,3.80815E-06,5056,0.019253987
seas,26,3.80815E-06,5057,0.019257795
cartel,26,3.80815E-06,5058,0.019261603
complications,26,3.80815E-06,5059,0.019265412
952,26,3.80815E-06,5060,0.01926922
women,25,3.66168E-06,5061,0.018531758
1100,25,3.66168E-06,5062,0.018535419
upholding,25,3.66168E-06,5063,0.018539081
fingers,25,3.66168E-06,5064,0.018542743
returns,25,3.66168E-06,5065,0.018546404
rehabilitated,25,3.66168E-06,5066,0.018550066
layers,25,3.66168E-06,5067,0.018553728
gather,25,3.66168E-06,5068,0.018557389
hell,25,3.66168E-06,5069,0.018561051
line,25,3.66168E-06,5070,0.018564713
overflowing,25,3.66168E-06,5071,0.018568374
upandcoming,25,3.66168E-06,5072,0.018572036
rising,25,3.66168E-06,5073,0.018575698
enlightens,25,3.66168E-06,5074,0.018579359
astronomical,25,3.66168E-06,5075,0.018583021
manchester,25,3.66168E-06,5076,0.018586683
demand,25,3.66168E-06,5077,0.018590344
bet,25,3.66168E-06,5078,0.018594006
throwbacks,25,3.66168E-06,5079,0.018597668
454,24,3.51521E-06,5080,0.017857276
submit,24,3.51521E-06,5081,0.017860791
julia,24,3.51521E-06,5082,0.017864307
ruling,24,3.51521E-06,5083,0.017867822
aviation,24,3.51521E-06,5084,0.017871337
tree,24,3.51521E-06,5085,0.017874852
starred,24,3.51521E-06,5086,0.017878368
contra,24,3.51521E-06,5087,0.017881883
fans,24,3.51521E-06,5088,0.017885398
